compound_name,BBB+/BBB-,MW,LogP,HBD,HBA
fluprednisolone,BBB+,378.44000000000017,1.5056,3.0,5.0
stanozolol,BBB-,328.5000000000001,4.1181000000000045,2.0,2.0
choline,BBB+,104.17299999999999,-0.3150999999999999,1.0,1.0
schembl2734225,BBB+,325.83900000000006,5.219800000000005,0.0,1.0
amitriptylinoxide,BBB+,293.41,4.181200000000003,0.0,1.0
imipraminoxide,BBB+,296.41400000000004,3.8876000000000026,0.0,2.0
glycopyrrolate,BBB-,318.43700000000024,2.4562999999999997,1.0,3.0
mepenzolatebromide,BBB-,340.4430000000001,2.7045000000000012,1.0,3.0
atropine oxide,BBB+,305.374,1.9434999999999996,1.0,4.0
clidinium,BBB-,352.45400000000006,2.7045000000000012,1.0,3.0
s-adenosyl-l-methionine,BBB+,399.45300000000015,-1.9221999999999972,5.0,10.0
harmalol,BBB+,198.225,2.31782,2.0,1.0
razobazam,BBB+,270.292,1.7493199999999998,1.0,3.0
vitamine(alpha-tocopherol),BBB+,430.7170000000003,8.840260000000002,1.0,2.0
atibeprone,BBB+,330.40900000000005,3.9637400000000023,0.0,6.0
grepafloxacin,BBB-,359.4010000000001,2.28022,2.0,5.0
pyridostigminebromide,BBB-,183.20699999999997,0.24471999999999988,2.0,4.0
nelfinavir,BBB-,567.7960000000003,4.747620000000004,4.0,6.0
premazepam,BBB+,253.305,2.1230200000000004,1.0,3.0
dactinomycin,BBB-,1255.4379999999994,0.7256400000000032,5.0,18.0
moxiraprine,BBB+,314.3890000000001,1.9017199999999992,2.0,6.0
cefpiramide,BBB-,612.6500000000003,-0.08557999999999927,5.0,12.0
hymecromone,BBB-,176.171,1.8070199999999998,1.0,3.0
brosotamide,BBB+,230.061,1.5620199999999997,2.0,2.0
isocarboxazid,BBB+,231.25500000000002,1.4176199999999997,2.0,4.0
omeprazole,BBB+,376.5260000000002,5.102160000000004,2.0,5.0
cetohexazine,BBB+,124.143,0.3867399999999999,1.0,2.0
metaxalone,BBB+,221.256,1.7906399999999998,1.0,3.0
mepiprazole,BBB+,304.8250000000001,2.7362200000000003,1.0,3.0
amiflamine,BBB+,192.30599999999998,1.95072,1.0,2.0
brl52580,BBB-,335.3410000000001,1.48242,2.0,6.0
soretolide,BBB+,230.267,2.8521600000000014,1.0,3.0
flumezapine,BBB+,330.4320000000002,3.5783200000000024,1.0,5.0
tymazoline,BBB-,232.32699999999997,2.49892,1.0,3.0
moperone,BBB+,355.4530000000001,4.080620000000003,1.0,3.0
trimetrexate,BBB-,399.5640000000002,2.953220000000001,2.0,7.0
delfaprazine,BBB+,266.388,2.995420000000001,1.0,2.0
tolufazepam,BBB+,487.4080000000001,4.959720000000004,0.0,4.0
tolazamide,BBB-,311.4070000000001,1.7739199999999995,2.0,4.0
metiapine,BBB+,323.465,3.785320000000003,0.0,4.0
dicarbine,BBB+,202.301,2.20822,1.0,2.0
dimemorfan,BBB+,255.40499999999994,3.683220000000002,0.0,1.0
pirlindole,BBB+,226.32299999999995,2.930320000000001,1.0,2.0
ropizine,BBB+,370.50000000000017,4.131120000000003,0.0,4.0
nefiracetam,BBB+,246.30999999999995,1.8643399999999999,1.0,2.0
ameltolide,BBB+,240.306,3.1379400000000004,2.0,2.0
xylazine,BBB+,220.34099999999998,3.2082400000000018,1.0,3.0
detomidine,BBB+,186.258,2.6173400000000004,1.0,1.0
ralitoline,BBB+,296.77900000000005,2.6335200000000007,1.0,3.0
toloxatone,BBB+,207.22899999999998,1.31252,1.0,3.0
tolpiprazole,BBB+,284.40700000000004,2.3912400000000007,1.0,3.0
ifoxetine,BBB+,221.29999999999998,1.4050399999999998,2.0,3.0
org4428,BBB+,295.38200000000006,3.4076200000000023,1.0,3.0
org32104,BBB+,281.355,3.0654200000000014,2.0,3.0
piriqualone,BBB+,339.39800000000014,4.259520000000004,0.0,4.0
morphine,BBB+,250.30100000000002,3.0025400000000015,0.0,3.0
toprilidine,BBB+,311.42900000000003,2.9811200000000015,0.0,4.0
toloxychlorinol,BBB+,476.995,4.152820000000004,2.0,5.0
tigabine,BBB+,375.5590000000001,5.044840000000004,1.0,4.0
stavudine,BBB+,224.21599999999998,-0.7090799999999999,2.0,5.0
,BBB+,353.51100000000014,2.7901199999999995,3.0,5.0
prazocillin,BBB-,469.3500000000002,2.732820000000001,2.0,6.0
tienocarbine,BBB+,256.37399999999997,3.6789200000000024,1.0,2.0
ocaperidone,BBB+,420.4880000000001,4.013740000000004,0.0,6.0
mecloqualone,BBB+,270.71899999999994,3.347520000000002,0.0,3.0
setoperone,BBB+,401.5070000000002,2.9339200000000014,0.0,6.0
9-oh-risperidone,BBB+,426.49200000000025,3.081320000000002,1.0,7.0
batelapine,BBB+,296.37800000000004,1.27392,0.0,6.0
pyritinol,BBB+,368.48000000000013,2.5708400000000013,4.0,8.0
ornidazole,BBB+,219.628,0.6994199999999999,1.0,5.0
harman,BBB+,182.226,3.0245200000000008,1.0,1.0
efetozole,BBB+,186.258,2.8008200000000008,0.0,2.0
modaline,BBB+,177.25099999999995,1.7753199999999998,0.0,3.0
clomethiazole,BBB+,161.65699999999998,2.2328200000000002,0.0,2.0
zometapine,BBB+,274.755,2.64482,1.0,4.0
zolazepam,BBB+,286.31,1.68142,0.0,4.0
zomebazam,BBB+,284.319,1.7597199999999997,0.0,4.0
cefaparole,BBB-,493.5920000000002,1.082820000000001,4.0,10.0
cefazedone,BBB-,548.4550000000002,1.8459199999999996,2.0,10.0
cefazolin,BBB-,454.5190000000002,-0.6360799999999995,2.0,12.0
cefcanel,BBB-,478.57700000000017,1.4108200000000002,3.0,9.0
cefcanel-daloxate,BBB-,661.7400000000002,1.8223400000000012,2.0,15.0
brotizolam,BBB+,393.69700000000006,4.404120000000002,0.0,5.0
lenampicillin,BBB-,461.49600000000015,0.8315200000000016,2.0,9.0
dicloxacillin,BBB-,470.3340000000002,3.2021200000000007,2.0,6.0
flucloxacillin,BBB-,453.8790000000002,2.6878200000000003,2.0,6.0
oxacillin,BBB-,401.44400000000013,1.89532,2.0,6.0
difencloxazine,BBB+,331.8429999999999,3.7782000000000027,0.0,3.0
econazole,BBB-,381.69000000000005,5.801400000000003,0.0,3.0
lorcinadol,BBB+,314.8200000000001,2.9654000000000007,0.0,4.0
fenmetozole,BBB+,245.10899999999998,2.3739,1.0,3.0
spiclamine,BBB+,344.8860000000001,4.116800000000003,0.0,3.0
nuclotixene,BBB+,353.918,5.5781000000000045,0.0,2.0
estazolam,BBB+,294.745,3.2717000000000027,0.0,4.0
7-k10,BBB+,285.774,4.306400000000003,1.0,2.0
org30526,BBB+,271.747,3.9163000000000023,1.0,2.0
clidafidine,BBB+,231.08199999999997,2.791500000000001,1.0,3.0
clotrimazole,BBB-,344.845,5.376700000000004,0.0,2.0
ciclotizolam,BBB+,461.81600000000014,6.143400000000003,0.0,5.0
lesopitron,BBB+,320.8280000000001,1.9288999999999998,0.0,6.0
tameridone,BBB+,406.4900000000002,1.7945999999999995,1.0,7.0
theodrenaline,BBB-,375.3850000000001,-0.8319000000000003,4.0,10.0
enpiprazole,BBB+,304.8250000000001,2.4382,0.0,4.0
suritozole,BBB+,223.27599999999998,2.2941900000000004,0.0,4.0
fepitrizol,BBB+,266.304,2.0364,1.0,5.0
cefivitril,BBB-,453.5310000000001,-0.1887199999999989,2.0,11.0
cefazaflur,BBB-,470.4800000000001,0.29380000000000034,2.0,10.0
cryofluorane,BBB+,170.92000000000002,2.6495999999999995,0.0,0.0
"1,1,1-trifluro-2-chloroethane",BBB+,118.48500000000001,1.7874999999999999,0.0,0.0
cyclophenazine,BBB+,433.5430000000002,5.4782000000000055,0.0,4.0
oxaflumazine,BBB+,507.62200000000036,5.468900000000006,0.0,6.0
xaliproden,BBB+,381.4410000000001,6.190400000000005,0.0,1.0
lorpiprazole,BBB+,405.46800000000025,3.558900000000002,0.0,5.0
norflurane,BBB+,102.03000000000002,1.5182000000000002,0.0,0.0
elopiprazole,BBB+,375.4470000000001,4.889200000000003,1.0,3.0
difluanine(difluanazine),BBB+,449.5890000000001,5.606600000000006,1.0,3.0
paroxetine,BBB+,329.3710000000001,3.326500000000002,1.0,4.0
gevotroline,BBB+,309.38800000000003,3.6929000000000016,1.0,2.0
carvotroline,BBB+,295.36100000000005,3.3028000000000013,1.0,2.0
romifidine,BBB+,258.09399999999994,1.9592999999999996,2.0,3.0
quazepam,BBB+,386.8010000000001,5.026200000000003,0.0,2.0
fletazepam,BBB+,356.75000000000006,4.698800000000003,0.0,2.0
piritramide,BBB+,430.5960000000001,3.6921800000000013,1.0,4.0
cinolazepam,BBB+,357.772,2.8951800000000008,1.0,4.0
bazinaprine,BBB+,309.3730000000001,1.7593799999999993,1.0,6.0
savoxepin,BBB+,370.49600000000004,5.860780000000006,0.0,3.0
pericyazine,BBB+,365.502,4.007780000000003,1.0,5.0
nitrafudam,BBB+,231.21099999999998,2.13887,2.0,4.0
trizoxime,BBB+,309.32900000000006,3.2675700000000023,4.0,4.0
timirdine,BBB+,227.72,2.41017,2.0,3.0
pipamperone,BBB+,375.48800000000006,2.5944000000000003,1.0,4.0
clocapramine,BBB+,481.08400000000023,4.772600000000004,1.0,4.0
carpipramine,BBB+,446.63900000000024,4.119200000000003,1.0,4.0
oxanamide,BBB+,129.15900000000002,0.040799999999999725,1.0,2.0
cyheptamide,BBB+,237.30199999999996,2.402400000000001,1.0,1.0
doliracetam,BBB+,266.3,1.6504,1.0,2.0
paraxazone,BBB+,206.201,-0.10269999999999935,1.0,3.0
oxiracetam,BBB+,158.15699999999995,-1.9350999999999996,2.0,3.0
piracetam,BBB+,142.158,-0.9059000000000004,1.0,2.0
caroxazone,BBB+,206.20099999999996,0.4863,1.0,3.0
modafinil,BBB+,273.357,2.01,1.0,2.0
dezinamide,BBB+,260.215,1.8470999999999997,1.0,2.0
oxcarbazepine,BBB+,252.27299999999997,2.6422000000000008,1.0,2.0
phenacemide,BBB+,178.191,0.42399999999999954,2.0,2.0
fluprazine,BBB+,316.3270000000001,1.4957000000000003,2.0,3.0
chlorphenesin carbamate,BBB+,245.662,1.1750000000000003,2.0,4.0
carumonam,BBB-,466.41000000000014,-2.8756999999999975,5.0,12.0
phenprobamate,BBB+,179.21900000000002,1.7145000000000001,1.0,2.0
robalzotan,BBB+,318.3920000000001,2.6351000000000013,1.0,3.0
nicotinamide,BBB+,122.12699999999997,0.18050000000000016,1.0,2.0
rufinamide,BBB+,238.197,0.7035000000000001,1.0,4.0
m-xylene,BBB+,123.11499999999998,-0.4245000000000001,1.0,3.0
ribavirin,BBB-,244.20700000000002,-3.0114999999999994,4.0,8.0
cephatriazine,BBB-,462.5130000000001,0.041000000000000425,5.0,9.0
trometamol,BBB-,121.136,-2.3391999999999995,4.0,4.0
benserazide,BBB-,257.246,-1.7562,7.0,7.0
5-hydroxytryptophan,BBB+,220.22799999999998,0.8279000000000003,4.0,3.0
disulfiram,BBB-,213.28099999999992,0.3355999999999997,2.0,3.0
guanoxyfen,BBB+,193.25000000000003,0.7288999999999992,2.0,2.0
guanethidinesulfate,BBB-,198.31399999999994,0.5258999999999996,2.0,2.0
oxacillin,BBB+,218.28500000000003,1.715,2.0,3.0
mofegiline,BBB+,197.22799999999998,2.570400000000001,1.0,1.0
ornidazole,BBB+,151.253,1.9139,1.0,1.0
pemoline,BBB+,176.17499999999998,0.8088700000000002,2.0,3.0
midaflur,BBB+,357.09799999999996,2.6311,2.0,3.0
2-phenylcyclopentanamine,BBB+,161.248,2.2814000000000005,1.0,1.0
dl-cycloserine,BBB+,102.09299999999999,-1.6249000000000007,2.0,3.0
trovafloxacin,BBB+,416.3590000000001,1.8944999999999996,2.0,6.0
dl-arterenol,BBB-,169.17999999999998,0.08989999999999998,4.0,4.0
norfenefrine,BBB-,153.18099999999998,0.3842999999999999,3.0,3.0
nebracetam,BBB+,204.27300000000002,0.9937999999999998,1.0,2.0
dibekacin,BBB-,451.52100000000013,-5.266599999999998,9.0,13.0
kanamycin b,BBB-,483.5190000000001,-7.325000000000001,11.0,15.0
"(2r,3s,4s,5r,6r)-2-(aminomethyl)-6-[(1r,2r,3s,4r,6s)-4,6-diamino-3-[(2s,3r,4s,5s,6r)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol",BBB-,484.5030000000001,-7.2913999999999985,11.0,15.0
propikacin,BBB-,557.5980000000003,-8.340900000000014,13.0,17.0
butikacin,BBB-,571.6250000000001,-7.950800000000014,13.0,17.0
seproxetine,BBB+,295.304,4.174300000000002,1.0,2.0
amifostine,BBB-,214.22699999999998,-0.2492999999999997,4.0,4.0
arbekacin,BBB-,552.6260000000003,-6.3994000000000035,11.0,15.0
1-47,BBB-,161.20799999999997,0.8354999999999998,1.0,3.0
y-g16,BBB+,128.2,0.6442999999999997,1.0,3.0
neomycin,BBB-,322.362,-5.115599999999994,8.0,10.0
tobramycin,BBB-,467.52000000000015,-6.295799999999999,10.0,14.0
ceforanide,BBB-,519.5650000000003,-0.7101999999999984,4.0,11.0
fosenazide,BBB+,274.26000000000005,0.9903999999999988,2.0,3.0
cimemoxin,BBB+,128.219,1.0299999999999996,2.0,2.0
zonisamide,BBB+,212.23000000000002,0.6163,1.0,4.0
furosemide,BBB-,330.749,1.8907,3.0,5.0
trichlormethiazide,BBB-,380.66200000000003,0.8210000000000004,3.0,5.0
chlorothiazide sodium,BBB-,295.72900000000004,0.12990000000000046,2.0,5.0
4-sulfamoylbenzoic acid,BBB+,201.20299999999997,0.03219999999999995,2.0,3.0
suclofenide,BBB+,364.81000000000006,2.0345000000000004,1.0,4.0
sulthiame(sultiame),BBB+,290.36599999999993,0.2639999999999998,1.0,4.0
loracarbef,BBB-,349.77400000000006,0.7108000000000003,3.0,4.0
cefaclor,BBB-,367.814,0.6213000000000004,3.0,5.0
l-tryptophan,BBB+,204.22899999999998,1.1223000000000003,3.0,2.0
48264-ep2275420a1,BBB+,133.194,1.5011999999999999,1.0,1.0
"tacrine, cognex",BBB+,198.26899999999992,2.695800000000001,1.0,2.0
velnacrine,BBB+,214.26799999999994,2.1867000000000005,2.0,3.0
pancopride,BBB+,349.8620000000001,2.535000000000001,2.0,4.0
clofazimine,BBB-,153.137,0.6726000000000001,3.0,3.0
azabon,BBB+,280.3929999999999,2.0795000000000003,1.0,3.0
amphenidone,BBB+,186.214,1.4197,1.0,3.0
ceftibuten,BBB-,410.4330000000001,-0.0481999999999998,4.0,8.0
thioguanine,BBB-,167.197,0.5976899999999998,3.0,4.0
triamterene,BBB-,253.26900000000003,0.8334000000000001,3.0,7.0
buciclovir,BBB+,239.23499999999999,-1.5549000000000006,4.0,7.0
folic acid,BBB+,441.40400000000017,-0.04479999999999945,6.0,9.0
desciclovir,BBB+,209.20899999999997,-0.6251000000000002,2.0,7.0
centazolone,BBB+,211.22399999999996,1.2634999999999998,1.0,4.0
ilepcimide,BBB+,259.30499999999995,2.4410000000000007,0.0,3.0
pazinaclone,BBB+,478.9360000000003,3.740300000000003,0.0,6.0
nonaperone,BBB+,289.394,3.910600000000003,0.0,2.0
droperidol,BBB+,379.4350000000002,3.6784000000000026,1.0,4.0
cloroperone,BBB+,387.8820000000002,5.036900000000005,0.0,3.0
lenperone,BBB+,371.42700000000013,4.522600000000004,0.0,3.0
clofluperol,BBB+,443.86800000000017,5.444400000000005,1.0,3.0
trifluperidol,BBB+,409.4230000000002,4.791000000000004,1.0,3.0
benperidol,BBB+,381.4510000000002,3.7687000000000026,1.0,4.0
timiperone,BBB+,397.5190000000002,5.137990000000005,1.0,4.0
fluspiperone,BBB+,413.4680000000001,3.356200000000002,1.0,4.0
fenaperone,BBB+,376.4720000000001,3.8755000000000033,0.0,4.0
cinuperone,BBB+,377.4630000000002,4.159000000000003,0.0,4.0
azaperone,BBB+,327.403,3.0058000000000016,0.0,4.0
azabuperone,BBB+,290.382,2.568600000000001,0.0,3.0
biriperone,BBB+,391.4900000000002,4.012400000000003,1.0,3.0
fenaclon,BBB+,211.692,1.9742,1.0,1.0
beclamide,BBB+,197.66500000000002,1.9317,1.0,1.0
ftorpropazine,BBB+,451.5140000000001,3.8347000000000033,1.0,5.0
nialamide,BBB+,298.346,1.0224999999999989,3.0,4.0
"morphinan-3-ol, 17-(2-oxo-2-phenylethyl)-",BBB+,361.48500000000007,4.3335000000000035,1.0,3.0
dupracetam,BBB+,282.3,-1.6213999999999968,2.0,4.0
omiloxetine,BBB+,465.4960000000002,5.060900000000005,0.0,5.0
fipexide,BBB+,388.85100000000017,2.791900000000001,0.0,5.0
adafenoxate,BBB+,363.88500000000016,3.820400000000003,1.0,4.0
brl52656,BBB+,354.41600000000017,3.7248000000000028,0.0,2.0
brl-52537,BBB+,355.3090000000002,4.012800000000003,0.0,2.0
sb205563,BBB-,416.3490000000003,1.1076,2.0,5.0
brl52974,BBB-,393.3180000000002,3.480800000000002,1.0,3.0
sb205605,BBB-,409.3170000000002,2.4516,2.0,4.0
chembl68441,BBB+,403.35300000000024,4.757700000000004,0.0,2.0
chembl70762,BBB+,393.31400000000025,4.350700000000004,0.0,3.0
gr91272,BBB+,409.3130000000002,3.321500000000002,1.0,4.0
chembl411088,BBB+,409.38200000000023,4.819200000000005,0.0,3.0
sb201708,BBB+,393.3180000000002,3.4117000000000015,0.0,4.0
chembl304504,BBB-,409.3170000000002,2.3824999999999994,1.0,5.0
sb204484,BBB+,394.3060000000002,2.806700000000001,0.0,5.0
cefetrizole,BBB-,437.52800000000013,0.9395999999999998,3.0,8.0
nafimidone,BBB+,236.274,2.919200000000001,0.0,3.0
ceftezole,BBB-,440.49200000000013,-0.9444999999999995,2.0,12.0
panuramine,BBB+,387.4830000000001,3.943800000000003,2.0,3.0
eprobemide,BBB+,282.771,1.7921,1.0,3.0
halopemide,BBB+,416.8840000000002,3.189000000000002,2.0,4.0
adatanserin,BBB+,369.51300000000026,1.9311999999999991,1.0,5.0
teflurane,BBB+,268.74399999999997,1.4020000000000006,1.0,3.0
dopamantine,BBB+,315.4130000000001,2.972900000000001,3.0,3.0
buramate,BBB+,195.21799999999996,0.9051,2.0,3.0
triclacetamol,BBB+,254.49999999999997,2.7009,2.0,2.0
cyclarbamate,BBB+,368.4330000000001,5.044200000000004,2.0,4.0
cefonicid [inn:ban],BBB-,542.5770000000001,-0.9172999999999991,4.0,12.0
carmantadine,BBB+,235.32699999999997,2.1140999999999996,1.0,2.0
bioepiderm,BBB+,244.31600000000003,0.7968000000000001,3.0,3.0
gr94839_c,BBB-,188.22299999999998,1.8863,2.0,2.0
survector,BBB+,337.46300000000014,4.499300000000004,2.0,2.0
alrestatin,BBB+,255.22899999999998,1.5204,1.0,3.0
levocetirizine,BBB-,388.8950000000002,3.148200000000002,1.0,4.0
mesna,BBB+,126.00399999999998,-0.1579000000000001,3.0,2.0
cromoglicicacid,BBB-,468.37000000000023,2.1145,3.0,9.0
kynurenic acid,BBB+,189.17000000000002,1.2262999999999997,2.0,2.0
chromocarb,BBB+,190.154,1.4911999999999999,1.0,3.0
phenyl-salicylate,BBB+,214.22,3.177100000000001,1.0,2.0
ciprofloxacin,BBB-,331.34700000000004,1.5833,2.0,5.0
benzoclidine,BBB+,231.29500000000002,1.9376000000000004,0.0,3.0
clorethate,BBB+,324.802,3.880000000000001,0.0,3.0
piperilate,BBB+,339.43500000000006,2.951600000000001,1.0,4.0
befuraline,BBB+,320.39200000000005,3.3908000000000023,0.0,3.0
duoperone,BBB+,514.5880000000001,7.432200000000005,0.0,4.0
milenperone,BBB+,415.89600000000013,4.1071000000000035,1.0,4.0
declenperone,BBB+,381.4510000000001,3.453700000000002,1.0,4.0
piberaline,BBB+,281.35900000000004,2.0396,0.0,3.0
ocinaplon,BBB+,301.309,2.4173,0.0,6.0
nicopholine,BBB+,192.21799999999993,0.5539999999999999,0.0,3.0
mirfentanil,BBB+,376.4600000000002,3.4235000000000024,0.0,5.0
doxefazepam,BBB+,348.7610000000001,1.9738000000000002,2.0,4.0
brosuximide,BBB+,254.083,1.5792,1.0,2.0
tiospirone,BBB+,440.61300000000017,3.9079000000000033,0.0,6.0
binospirone,BBB+,358.4380000000001,2.125399999999999,1.0,5.0
sunepitron,BBB+,329.4040000000001,0.5262,0.0,6.0
rolicyprine,BBB+,244.294,0.9372999999999998,2.0,2.0
taglutimide(biglumide),BBB+,276.292,-0.17730000000000018,1.0,4.0
cinperene,BBB+,388.5110000000001,3.786400000000002,1.0,3.0
alonimid,BBB+,243.26200000000003,1.3375,1.0,3.0
rolziracetam,BBB+,139.154,0.29780000000000006,0.0,2.0
rofelodine,BBB+,214.268,1.8047,0.0,2.0
lofendazam,BBB+,272.735,3.8203000000000022,1.0,2.0
naltrexone,BBB+,341.4070000000001,1.5253999999999999,2.0,5.0
fasoracetam,BBB+,196.24999999999997,0.2774999999999999,1.0,2.0
ketorfanol,BBB+,311.4250000000001,3.039600000000002,1.0,3.0
"aripiprazole, abilify",BBB+,448.39400000000006,4.859300000000005,1.0,4.0
cebaracetam,BBB+,335.79100000000017,0.6143000000000003,1.0,3.0
demoxepam,BBB+,286.718,1.3475000000000001,1.0,3.0
dimiracetam,BBB+,140.142,-0.9353000000000005,1.0,2.0
cloxazolam,BBB+,349.21700000000004,3.4788000000000023,1.0,3.0
haloxazolam,BBB+,377.213,3.0736000000000008,1.0,3.0
flutazolam,BBB+,376.8150000000001,2.3513000000000006,1.0,4.0
nortetrazepam,BBB+,274.751,3.5816000000000026,1.0,2.0
bentazepam,BBB+,296.395,3.416400000000001,1.0,3.0
halazepam,BBB+,352.743,4.086300000000002,0.0,2.0
prazepam,BBB+,324.8110000000001,3.934000000000003,0.0,2.0
iclazepam,BBB+,368.8640000000002,3.950600000000003,0.0,3.0
delorazepam,BBB+,305.164,3.7829000000000015,1.0,2.0
clonazepam,BBB+,315.716,3.037700000000001,1.0,4.0
proflazepam,BBB+,362.78800000000007,2.0163000000000006,2.0,4.0
flutoprazepam,BBB+,342.8010000000001,4.073100000000004,0.0,2.0
bromazepam,BBB+,316.15799999999996,2.6336000000000004,1.0,3.0
reclazepam,BBB+,374.2270000000001,3.563600000000002,0.0,4.0
spiclomazine,BBB+,446.0410000000001,4.987900000000005,1.0,5.0
schembl499258,BBB+,272.351,-0.34599999999999986,1.0,5.0
ziprasidone,BBB+,412.9460000000002,3.809000000000002,1.0,5.0
triclodazol,BBB+,385.67800000000005,3.0081000000000007,2.0,3.0
linopirdine,BBB+,391.47400000000005,4.878100000000004,0.0,3.0
cyclazodone,BBB+,216.24000000000004,1.3924999999999996,1.0,3.0
prazitone,BBB+,301.346,0.8226,3.0,4.0
tetrantoin,BBB+,216.24,0.7535000000000001,2.0,2.0
cyproximide(ciproximide),BBB+,221.64299999999997,1.2540999999999995,1.0,2.0
sb204454,BBB-,439.34300000000025,2.2009000000000003,2.0,4.0
chlorthenoxazine,BBB+,211.64800000000002,1.7638,1.0,2.0
fosphenytoin,BBB+,362.2780000000001,1.5488,3.0,4.0
mosapramine,BBB+,479.06800000000027,4.743200000000004,1.0,4.0
supidimide,BBB+,280.30500000000006,0.10969999999999991,1.0,4.0
schembl11222377,BBB+,331.4160000000001,1.7060999999999997,1.0,4.0
sertindole,BBB+,440.9500000000002,4.627600000000004,1.0,3.0
tenilsetam,BBB+,182.24800000000002,0.5085999999999995,2.0,3.0
spiroxatrine,BBB+,379.46000000000015,2.2549,1.0,5.0
fluspirilene,BBB+,475.58300000000014,5.305400000000005,1.0,3.0
spiramide,BBB+,383.4670000000001,3.0231000000000012,1.0,4.0
doxenitoin,BBB+,238.29000000000002,1.6070999999999995,2.0,2.0
efavirenz,BBB-,315.67799999999994,4.073100000000001,1.0,2.0
lopirazepam,BBB+,322.151,2.496300000000001,2.0,4.0
phenolphthalein,BBB-,318.32800000000003,3.560100000000002,2.0,4.0
furomazine,BBB+,459.01100000000014,4.722800000000004,1.0,6.0
perospirone,BBB+,426.5860000000001,3.373700000000002,0.0,6.0
tandospirone,BBB+,383.4960000000001,1.4098999999999995,0.0,6.0
zalospirone,BBB+,419.52900000000017,1.5979999999999994,0.0,6.0
ipsapirone,BBB+,401.49200000000013,1.2234999999999998,0.0,7.0
revospirone,BBB+,387.4650000000001,0.8333999999999997,0.0,7.0
lomustine,BBB+,233.69899999999996,2.2509000000000006,1.0,3.0
floxuridine,BBB-,246.194,-1.6836,3.0,6.0
licostinel,BBB+,276.035,1.4314,2.0,4.0
axamozide,BBB+,399.8780000000002,3.459900000000002,1.0,5.0
clopimozide,BBB+,496.0010000000002,6.510400000000006,1.0,3.0
chlorzoxazone,BBB+,169.56699999999998,1.7745,1.0,2.0
cloperidone,BBB+,398.894,2.5555000000000003,1.0,5.0
balaperidone,BBB+,379.435,2.564400000000001,1.0,4.0
maprotiline,BBB+,461.5560000000001,5.8570000000000055,1.0,3.0
neflumozide,BBB+,394.4500000000001,3.8796000000000035,1.0,5.0
oxiperomide,BBB+,337.423,3.0455000000000014,1.0,4.0
5-fluorouracil,BBB-,130.078,-0.7977000000000001,2.0,2.0
gaboxadol,BBB+,140.142,-0.3864000000000001,2.0,3.0
isoquercitrin,BBB-,464.37900000000025,-0.5388999999999995,8.0,12.0
pyridazinone,BBB+,96.089,-0.23010000000000003,1.0,2.0
58-96-8,BBB+,244.20300000000003,-2.8519,4.0,7.0
dicumarol,BBB-,336.29900000000004,2.9014000000000006,2.0,6.0
"1,1,2-tribromoethanol",BBB+,282.75699999999995,1.8172000000000001,1.0,1.0
dazadrol,BBB+,287.75,1.9725999999999997,2.0,4.0
flutroline,BBB+,450.50400000000013,5.919700000000005,1.0,3.0
procyclidine hydrochloride,BBB+,287.4470000000001,3.940400000000003,1.0,2.0
perisoxal,BBB+,272.348,2.860900000000001,1.0,4.0
denzimol,BBB+,292.382,3.401900000000002,1.0,3.0
chloralhydrate,BBB+,165.403,0.6672999999999998,2.0,2.0
petrichloral,BBB+,725.699,4.793600000000004,4.0,8.0
cyprolidol,BBB+,301.389,4.121200000000004,1.0,2.0
pipradrol,BBB+,267.3719999999999,3.0646000000000004,2.0,2.0
azacyclonol,BBB+,267.372,2.9221000000000013,2.0,2.0
penfluridol,BBB+,523.9730000000002,7.532700000000006,1.0,2.0
mazindol,BBB+,284.74600000000004,2.6092000000000004,1.0,3.0
ciclazindol,BBB+,298.77299999999997,3.198100000000001,1.0,3.0
endixaprine,BBB+,324.21100000000007,3.411500000000002,1.0,4.0
lodaxaprine,BBB+,289.7660000000001,2.7581000000000016,1.0,4.0
celucloral,BBB+,1136.1150000000002,2.5666000000000015,7.0,19.0
penthrichloral,BBB+,265.52000000000004,0.7004999999999999,2.0,4.0
piflutixol,BBB+,451.52900000000017,6.225300000000005,1.0,3.0
xanthiol,BBB+,417.0180000000002,4.716700000000004,1.0,4.0
homopipramol,BBB+,373.5000000000001,4.293400000000004,1.0,4.0
homophenazine,BBB+,451.55800000000016,4.6982000000000035,1.0,5.0
homofenazine,BBB+,451.55800000000016,4.698200000000004,1.0,5.0
pinoxepin,BBB+,398.93400000000014,3.664100000000002,1.0,4.0
flupentixol,BBB+,434.52700000000016,4.601700000000005,1.0,4.0
clopenthixol/zuclopenthixol,BBB+,400.9750000000002,4.2363000000000035,1.0,4.0
teflutixol,BBB+,454.53300000000013,4.831100000000005,1.0,4.0
flutizenol,BBB+,443.5600000000002,4.369600000000004,1.0,6.0
opipramol,BBB+,363.50500000000017,3.308500000000002,1.0,4.0
cloxypendyl,BBB+,404.9670000000002,3.3377000000000017,1.0,6.0
tefludazine,BBB+,408.43900000000014,4.031100000000003,1.0,3.0
flupimazine,BBB+,452.54200000000014,5.171500000000005,1.0,5.0
etodroxizine,BBB+,418.96500000000015,3.0725000000000016,1.0,5.0
