MW,LogP,HBD,HBA,actual,predicted,probability_BBB+,actual_label,predicted_label,correct
360.4940000000001,3.199300000000002,2.0,4.0,1,1,1.0,BBB+,BBB+,True
169.17999999999998,0.0898999999999999,4.0,4.0,0,0,0.09666666666666668,BBB-,BBB-,True
514.5320000000004,-0.1385999999999967,0.0,12.0,0,0,0.322,BBB-,BBB-,True
451.5210000000001,-5.266599999999998,9.0,13.0,0,0,0.0,BBB-,BBB-,True
388.8150000000001,1.5679999999999998,0.0,7.0,1,1,0.93,BBB+,BBB+,True
585.8290000000002,8.323500000000008,0.0,5.0,1,1,0.99,BBB+,BBB+,True
235.327,2.4621000000000004,1.0,3.0,1,1,1.0,BBB+,BBB+,True
181.235,1.0334999999999996,3.0,3.0,0,0,0.0,BBB-,BBB-,True
259.34899999999993,2.5676000000000005,1.0,2.0,1,1,0.94,BBB+,BBB+,True
527.5260000000004,1.0304999999999995,5.0,11.0,0,0,0.0,BBB-,BBB-,True
332.38100000000003,2.4362000000000004,2.0,4.0,1,1,0.645,BBB+,BBB+,True
484.3940000000002,3.9109000000000034,0.0,6.0,1,1,1.0,BBB+,BBB+,True
188.267,1.4024,1.0,3.0,1,1,0.86,BBB+,BBB+,True
403.3530000000002,4.757700000000004,0.0,2.0,1,1,0.91,BBB+,BBB+,True
323.13199999999995,0.9089999999999998,3.0,5.0,0,1,0.98,BBB-,BBB+,False
608.5490000000002,-1.0897,8.0,15.0,0,0,0.0,BBB-,BBB-,True
248.326,1.9055999999999995,3.0,3.0,1,1,0.9933333333333333,BBB+,BBB+,True
361.48500000000007,4.333500000000004,1.0,3.0,1,1,0.99,BBB+,BBB+,True
292.14000000000004,1.7634,2.0,5.0,1,1,0.88,BBB+,BBB+,True
519.5650000000003,-0.7101999999999984,4.0,11.0,0,0,0.0,BBB-,BBB-,True
733.9370000000002,1.785600000000004,5.0,14.0,0,0,0.0,BBB-,BBB-,True
391.53700000000015,1.0768999999999995,1.0,5.0,0,0,0.11,BBB-,BBB-,True
240.347,1.6679000000000002,0.0,2.0,1,1,1.0,BBB+,BBB+,True
312.45300000000003,3.882600000000004,1.0,2.0,1,1,0.668461566211566,BBB+,BBB+,True
286.372,0.8643000000000012,3.0,5.0,0,1,0.7308333333333334,BBB-,BBB+,False
149.19299999999998,1.2165,1.0,2.0,1,1,1.0,BBB+,BBB+,True
527.5740000000002,0.4698000000000022,6.0,10.0,0,0,0.33911904761904765,BBB-,BBB-,True
74.12299999999999,0.7771999999999999,1.0,1.0,1,1,0.84,BBB+,BBB+,True
355.46700000000016,3.0764000000000014,2.0,7.0,1,1,0.545,BBB+,BBB+,True
357.41400000000004,0.1454000000000004,2.0,8.0,1,1,0.9,BBB+,BBB+,True
360.41700000000014,2.9959000000000016,1.0,6.0,1,1,0.6708333333333334,BBB+,BBB+,True
128.09300000000002,1.3196,1.0,1.0,1,1,0.94,BBB+,BBB+,True
255.745,2.5515000000000008,1.0,3.0,1,1,0.94,BBB+,BBB+,True
237.7299999999999,2.897800000000001,1.0,2.0,1,1,1.0,BBB+,BBB+,True
357.32500000000005,4.114700000000004,0.0,2.0,1,1,0.99,BBB+,BBB+,True
471.6850000000001,6.445800000000008,2.0,3.0,0,0,0.01,BBB-,BBB-,True
446.3930000000001,2.63014,3.0,5.0,0,1,0.78,BBB-,BBB+,False
379.5290000000001,4.401600000000003,2.0,5.0,1,1,0.98,BBB+,BBB+,True
275.392,3.1968000000000023,0.0,3.0,1,1,0.99,BBB+,BBB+,True
413.5470000000002,3.1962200000000003,3.0,7.0,0,1,0.5883333333333333,BBB-,BBB+,False
173.25899999999996,2.405500000000001,0.0,1.0,1,1,0.99,BBB+,BBB+,True
208.261,1.1618000000000002,0.0,4.0,0,1,0.95,BBB-,BBB+,False
336.44700000000006,3.332200000000002,2.0,3.0,0,1,0.8440000000000001,BBB-,BBB+,False
395.5720000000001,4.974820000000005,2.0,5.0,1,1,0.93,BBB+,BBB+,True
116.15999999999998,1.3496,0.0,2.0,1,1,0.94,BBB+,BBB+,True
418.44600000000014,2.970800000000001,1.0,8.0,1,1,0.85,BBB+,BBB+,True
216.24,0.7535000000000001,2.0,2.0,1,1,0.9,BBB+,BBB+,True
175.187,1.4562000000000002,1.0,2.0,1,1,1.0,BBB+,BBB+,True
311.425,3.8371800000000023,1.0,3.0,1,0,0.39299999999999996,BBB+,BBB-,False
370.5330000000001,4.496500000000005,1.0,3.0,1,1,0.95,BBB+,BBB+,True
312.482,5.019600000000005,0.0,3.0,1,1,1.0,BBB+,BBB+,True
410.4330000000001,-0.0481999999999998,4.0,8.0,0,0,0.01,BBB-,BBB-,True
554.592,-1.6112999999999973,4.0,14.0,0,0,0.37005047730047713,BBB-,BBB-,True
416.5140000000002,2.326700000000001,2.0,6.0,1,1,1.0,BBB+,BBB+,True
510.6120000000002,3.0810000000000013,1.0,7.0,0,0,0.03,BBB-,BBB-,True
418.29100000000005,3.8808000000000034,0.0,5.0,1,1,0.915,BBB+,BBB+,True
280.415,3.549100000000002,0.0,2.0,1,1,0.96,BBB+,BBB+,True
407.5360000000002,0.0924000000000009,1.0,5.0,0,0,0.0,BBB-,BBB-,True
453.5020000000002,0.3526000000000017,4.0,9.0,0,0,0.0,BBB-,BBB-,True
182.183,-1.1635999999999993,1.0,4.0,1,1,0.6966666666666665,BBB+,BBB+,True
311.4250000000001,3.039600000000002,1.0,3.0,1,1,0.98,BBB+,BBB+,True
496.5750000000003,3.555600000000003,2.0,6.0,1,1,1.0,BBB+,BBB+,True
405.5710000000002,3.714820000000002,1.0,4.0,0,1,0.95,BBB-,BBB+,False
416.3590000000001,1.8945,2.0,6.0,1,1,0.7916666666666665,BBB+,BBB+,True
385.67800000000005,3.0081000000000007,2.0,3.0,1,1,0.995,BBB+,BBB+,True
410.4330000000001,-0.0481999999999998,4.0,8.0,0,0,0.01,BBB-,BBB-,True
236.482,1.4211,2.0,3.0,1,1,0.93,BBB+,BBB+,True
220.341,3.2082400000000018,1.0,3.0,1,1,0.64,BBB+,BBB+,True
298.34200000000004,1.4799000000000002,3.0,3.0,1,1,0.6898333333333332,BBB+,BBB+,True
500.6900000000003,4.449140000000003,2.0,7.0,1,1,0.81,BBB+,BBB+,True
330.42800000000005,2.0242,1.0,3.0,1,1,0.9,BBB+,BBB+,True
310.44100000000003,3.977800000000003,1.0,3.0,1,1,0.95,BBB+,BBB+,True
778.9469999999999,4.753600000000004,2.0,11.0,0,0,0.15,BBB-,BBB-,True
289.80600000000004,3.394400000000002,1.0,2.0,1,1,0.965,BBB+,BBB+,True
733.9370000000002,1.785600000000004,5.0,14.0,0,0,0.0,BBB-,BBB-,True
321.46399999999994,4.159100000000004,1.0,2.0,1,1,0.99,BBB+,BBB+,True
406.5450000000001,-0.8569999999999971,5.0,8.0,0,0,0.0,BBB-,BBB-,True
275.34800000000007,1.8884,1.0,4.0,0,1,1.0,BBB-,BBB+,False
406.4900000000002,1.7945999999999995,1.0,7.0,1,1,0.61,BBB+,BBB+,True
280.309,0.8681999999999999,2.0,6.0,0,0,0.4585,BBB-,BBB-,True
441.5240000000002,2.5632,1.0,7.0,1,1,1.0,BBB+,BBB+,True
412.4290000000002,0.5684999999999998,4.0,6.0,1,1,0.98,BBB+,BBB+,True
188.183,-1.1587999999999987,3.0,3.0,1,1,0.92,BBB+,BBB+,True
310.4370000000001,3.915600000000003,1.0,2.0,0,0,0.24889085914085915,BBB-,BBB-,True
866.9729999999996,1.270000000000006,4.0,12.0,0,0,0.015,BBB-,BBB-,True
327.4930000000001,5.051540000000005,1.0,2.0,1,1,0.8355952380952383,BBB+,BBB+,True
368.4970000000001,4.730800000000005,0.0,3.0,0,1,0.9408333333333333,BBB-,BBB+,False
304.8250000000001,2.7362200000000003,1.0,3.0,1,1,0.72,BBB+,BBB+,True
376.84,4.399600000000004,1.0,4.0,1,1,0.82,BBB+,BBB+,True
374.506,2.6816000000000004,2.0,5.0,1,1,0.89,BBB+,BBB+,True
246.26599999999996,1.0426,1.0,3.0,1,1,1.0,BBB+,BBB+,True
238.29,1.6070999999999995,2.0,2.0,1,1,0.62,BBB+,BBB+,True
516.7190000000004,5.6661000000000055,3.0,5.0,0,0,0.13641085303585299,BBB-,BBB-,True
405.47600000000017,1.1166999999999998,3.0,6.0,0,0,0.0,BBB-,BBB-,True
269.14200000000005,1.3175,1.0,3.0,1,1,1.0,BBB+,BBB+,True
301.386,4.382100000000003,1.0,3.0,1,1,0.89,BBB+,BBB+,True
274.242,2.1078,1.0,2.0,1,1,0.97,BBB+,BBB+,True
372.4610000000002,1.7236999999999996,3.0,5.0,1,1,1.0,BBB+,BBB+,True
406.4600000000001,0.8400000000000005,1.0,7.0,0,0,0.02,BBB-,BBB-,True
296.153,4.364100000000001,2.0,2.0,1,0,0.17,BBB+,BBB-,False
143.23,1.544,1.0,1.0,1,1,1.0,BBB+,BBB+,True
349.77400000000006,0.7108000000000003,3.0,4.0,0,0,0.0,BBB-,BBB-,True
211.177,0.0196999999999998,1.0,5.0,0,1,0.5466666666666667,BBB-,BBB+,False
449.5490000000003,-3.976699999999996,8.0,12.0,0,0,0.01,BBB-,BBB-,True
327.49300000000005,4.802540000000004,1.0,2.0,0,0,0.3091666666666667,BBB-,BBB-,True
266.25699999999995,-1.1933999999999994,0.0,8.0,0,1,0.5651666666666666,BBB-,BBB+,False
408.43900000000014,4.031100000000003,1.0,3.0,1,1,0.98,BBB+,BBB+,True
295.382,4.184300000000004,0.0,3.0,1,1,0.97,BBB+,BBB+,True
167.20799999999997,1.0053999999999998,1.0,2.0,1,1,0.95,BBB+,BBB+,True
354.3670000000001,-1.4366999999999974,4.0,10.0,1,1,0.68,BBB+,BBB+,True
608.6880000000004,4.171100000000004,1.0,10.0,1,1,0.99,BBB+,BBB+,True
236.271,1.2491999999999996,2.0,3.0,1,1,0.8,BBB+,BBB+,True
386.4730000000001,2.552200000000001,1.0,5.0,1,1,0.61,BBB+,BBB+,True
353.918,5.5781000000000045,0.0,2.0,1,1,0.99,BBB+,BBB+,True
402.48700000000025,2.560600000000001,1.0,6.0,1,1,1.0,BBB+,BBB+,True
121.13899999999995,0.7855000000000001,1.0,1.0,1,1,0.78,BBB+,BBB+,True
444.44000000000017,-0.3709999999999982,6.0,9.0,0,0,0.0,BBB-,BBB-,True
406.4920000000001,5.465600000000005,2.0,3.0,1,1,0.9025,BBB+,BBB+,True
230.061,1.5620199999999995,2.0,2.0,1,1,0.57,BBB+,BBB+,True
751.9270000000002,1.877700000000003,5.0,14.0,0,0,0.0,BBB-,BBB-,True
311.334,1.5598999999999998,2.0,6.0,1,0,0.28833333333333333,BBB+,BBB-,False
411.41000000000014,1.2650399999999995,5.0,8.0,0,0,0.0,BBB-,BBB-,True
1085.156,-0.2492799999999888,11.0,24.0,1,1,0.7921746031746033,BBB+,BBB+,True
209.209,-0.6251000000000002,2.0,7.0,1,0,0.19866666666666663,BBB+,BBB-,False
362.45200000000006,5.099840000000004,1.0,4.0,1,1,0.975,BBB+,BBB+,True
231.211,2.13887,2.0,4.0,1,1,0.62,BBB+,BBB+,True
352.743,4.086300000000002,0.0,2.0,1,1,0.95,BBB+,BBB+,True
380.35800000000006,2.6285000000000007,2.0,6.0,0,0,0.49,BBB-,BBB-,True
206.285,3.073200000000001,1.0,1.0,1,1,0.84,BBB+,BBB+,True
311.46900000000005,4.083800000000004,1.0,2.0,1,1,0.9475,BBB+,BBB+,True
628.6770000000004,-8.852800000000016,13.0,19.0,0,0,0.0,BBB-,BBB-,True
395.4220000000001,-0.1717999999999988,4.0,9.0,0,0,0.0,BBB-,BBB-,True
1001.056,-0.6879999999999862,12.0,20.0,0,0,0.03,BBB-,BBB-,True
554.592,-1.6112999999999973,4.0,14.0,0,0,0.37005047730047713,BBB-,BBB-,True
494.5690000000003,2.4962,2.0,6.0,0,0,0.01,BBB-,BBB-,True
226.232,-0.3142,3.0,4.0,1,1,0.8925,BBB+,BBB+,True
325.83900000000006,5.219800000000005,0.0,1.0,1,1,0.614,BBB+,BBB+,True
368.47400000000016,1.940599999999999,2.0,5.0,0,1,0.5286428571428572,BBB-,BBB+,False
403.82600000000014,1.4035999999999993,2.0,8.0,0,0,0.11,BBB-,BBB-,True
914.187,6.180600000000008,3.0,13.0,1,0,0.12,BBB+,BBB-,False
405.4950000000002,1.2352000000000007,4.0,5.0,0,0,0.026000000000000002,BBB-,BBB-,True
535.6370000000004,4.144200000000003,1.0,8.0,1,1,1.0,BBB+,BBB+,True
384.5450000000001,4.390700000000003,1.0,5.0,1,1,0.97,BBB+,BBB+,True
434.50400000000025,2.2747000000000006,2.0,6.0,1,1,0.8174072871572869,BBB+,BBB+,True
367.814,0.6213000000000004,3.0,5.0,0,0,0.02,BBB-,BBB-,True
586.6420000000003,-1.1726999999999934,7.0,12.0,0,0,0.0,BBB-,BBB-,True
435.44000000000017,-1.172499999999998,4.0,10.0,0,0,0.0,BBB-,BBB-,True
233.31099999999995,2.0853,1.0,3.0,1,1,1.0,BBB+,BBB+,True
281.355,3.0654200000000014,2.0,3.0,1,1,1.0,BBB+,BBB+,True
347.823,3.4280800000000022,0.0,4.0,0,1,0.67,BBB-,BBB+,False
276.292,-0.1773000000000001,1.0,4.0,1,1,0.99,BBB+,BBB+,True
374.4770000000001,1.8036,3.0,5.0,1,1,0.961,BBB+,BBB+,True
303.358,1.8677,0.0,5.0,1,1,0.99,BBB+,BBB+,True
423.5530000000003,3.163600000000001,2.0,5.0,1,1,0.99,BBB+,BBB+,True
403.4410000000001,2.894400000000001,3.0,6.0,0,1,0.53,BBB-,BBB+,False
239.746,3.2993000000000023,1.0,2.0,1,1,1.0,BBB+,BBB+,True
298.8140000000001,3.235500000000001,1.0,4.0,1,1,0.89,BBB+,BBB+,True
211.224,1.2634999999999998,1.0,4.0,1,1,0.92,BBB+,BBB+,True
254.669,1.8291,1.0,4.0,1,1,0.96,BBB+,BBB+,True
488.01700000000034,3.313540000000001,3.0,9.0,0,0,0.2250909090909091,BBB-,BBB-,True
349.8620000000001,2.535000000000001,2.0,4.0,1,1,0.9966666666666666,BBB+,BBB+,True
244.294,0.9372999999999998,2.0,2.0,1,1,0.99,BBB+,BBB+,True
697.7780000000002,4.754120000000005,6.0,12.0,0,0,0.0,BBB-,BBB-,True
227.3479999999999,2.4517,0.0,3.0,1,0,0.33,BBB+,BBB-,False
461.81600000000014,6.143400000000003,0.0,5.0,1,1,0.605,BBB+,BBB+,True
328.283,4.367600000000003,2.0,2.0,1,1,0.92,BBB+,BBB+,True
291.39100000000013,2.1801000000000004,1.0,4.0,0,1,0.85,BBB-,BBB+,False
218.25599999999997,1.4735,1.0,2.0,1,1,1.0,BBB+,BBB+,True
465.3770000000004,4.294800000000003,1.0,4.0,0,1,0.98,BBB-,BBB+,False
452.49400000000026,2.366800000000001,2.0,6.0,1,1,0.99,BBB+,BBB+,True
166.224,0.9172000000000002,2.0,3.0,1,1,0.88,BBB+,BBB+,True
241.312,-0.1131999999999998,2.0,4.0,0,0,0.40399999999999997,BBB-,BBB-,True
1449.2710000000004,0.1062000000000051,19.0,25.0,0,0,0.0,BBB-,BBB-,True
548.0690000000001,1.2896000000000014,3.0,8.0,0,0,0.11166666666666666,BBB-,BBB-,True
275.392,3.075400000000002,0.0,3.0,1,1,1.0,BBB+,BBB+,True
160.237,0.6441999999999999,0.0,2.0,0,1,0.72,BBB-,BBB+,False
785.8910000000003,6.157840000000009,5.0,13.0,0,0,0.0,BBB-,BBB-,True
585.6080000000002,-8.424200000000015,13.0,17.0,0,0,0.0,BBB-,BBB-,True
244.31600000000003,0.7968000000000001,3.0,3.0,1,1,1.0,BBB+,BBB+,True
557.5980000000003,-8.340900000000014,13.0,17.0,0,0,0.0,BBB-,BBB-,True
279.8550000000001,4.738000000000005,0.0,1.0,1,1,0.97,BBB+,BBB+,True
464.9130000000002,2.9331000000000014,0.0,7.0,1,1,0.9,BBB+,BBB+,True
376.4490000000002,0.8164999999999998,3.0,6.0,1,1,0.98,BBB+,BBB+,True
498.5760000000004,2.5843,2.0,7.0,0,0,0.065,BBB-,BBB-,True
464.37900000000025,-0.5388999999999995,8.0,12.0,0,0,0.11583333333333334,BBB-,BBB-,True
362.4660000000002,1.7815999999999996,3.0,5.0,1,0,0.3869761904761904,BBB+,BBB-,False
208.261,1.9983,2.0,3.0,1,1,0.96,BBB+,BBB+,True
521.0500000000002,3.942700000000003,1.0,7.0,1,1,0.99,BBB+,BBB+,True
129.15900000000002,0.0407999999999997,1.0,2.0,1,1,0.98,BBB+,BBB+,True
282.387,3.238400000000002,2.0,3.0,1,1,0.83,BBB+,BBB+,True
151.253,1.9139,1.0,1.0,1,1,0.91,BBB+,BBB+,True
117.148,1.8746,0.0,3.0,0,1,0.89,BBB-,BBB+,False
301.3860000000001,1.7251,1.0,4.0,1,1,1.0,BBB+,BBB+,True
459.5580000000002,4.8807000000000045,3.0,5.0,1,1,0.99,BBB+,BBB+,True
467.6500000000003,4.413800000000004,2.0,5.0,1,1,0.99,BBB+,BBB+,True
421.4220000000001,1.6254000000000004,3.0,5.0,0,1,0.85,BBB-,BBB+,False
452.49400000000026,2.366800000000001,2.0,6.0,1,1,0.99,BBB+,BBB+,True
418.29100000000005,3.8808000000000034,0.0,5.0,1,1,0.915,BBB+,BBB+,True
44.013,-0.1584,0.0,1.0,1,1,0.99,BBB+,BBB+,True
508.5580000000002,3.5195000000000025,1.0,7.0,1,1,1.0,BBB+,BBB+,True
393.3180000000002,3.411700000000001,0.0,4.0,1,1,0.98,BBB+,BBB+,True
265.66599999999994,2.1634,1.0,3.0,1,1,0.88,BBB+,BBB+,True
245.366,3.113600000000001,2.0,2.0,1,1,1.0,BBB+,BBB+,True
1001.056,-0.6879999999999862,12.0,20.0,0,0,0.03,BBB-,BBB-,True
516.6050000000002,1.471799999999999,3.0,10.0,0,0,0.056666666666666664,BBB-,BBB-,True
106.168,2.30344,0.0,0.0,1,1,1.0,BBB+,BBB+,True
1145.347,2.75110000000001,8.0,21.0,0,0,0.02,BBB-,BBB-,True
372.4610000000002,2.0118000000000005,2.0,5.0,1,1,0.98,BBB+,BBB+,True
479.5990000000003,1.749500000000001,1.0,8.0,0,0,0.03133333333333334,BBB-,BBB-,True
139.176,-0.7769999999999997,2.0,3.0,1,1,0.67,BBB+,BBB+,True
289.766,3.271620000000002,0.0,3.0,0,1,0.93,BBB-,BBB+,False
267.372,2.9221000000000013,2.0,2.0,1,1,0.86,BBB+,BBB+,True
328.79900000000004,3.213900000000001,1.0,3.0,1,1,1.0,BBB+,BBB+,True
322.362,-5.115599999999994,8.0,10.0,0,0,0.0,BBB-,BBB-,True
384.4350000000001,0.5479999999999997,3.0,6.0,0,0,0.45797619047619054,BBB-,BBB-,True
226.32,1.2778,0.0,2.0,1,1,0.99,BBB+,BBB+,True
391.76300000000015,2.3747000000000007,1.0,7.0,1,0,0.3883333333333333,BBB+,BBB-,False
341.773,3.8151200000000025,1.0,4.0,1,1,0.82,BBB+,BBB+,True
310.4370000000001,3.915600000000003,1.0,2.0,1,0,0.24889085914085915,BBB+,BBB-,False
453.5790000000003,3.383300000000002,1.0,6.0,1,1,1.0,BBB+,BBB+,True
420.48900000000015,0.988800000000001,0.0,8.0,1,1,0.925,BBB+,BBB+,True
286.33900000000006,1.0922999999999998,3.0,7.0,1,1,0.94,BBB+,BBB+,True
588.5620000000004,1.3385999999999991,3.0,13.0,0,0,0.0,BBB-,BBB-,True
391.53700000000015,1.0768999999999995,1.0,5.0,0,0,0.11,BBB-,BBB-,True
350.462,4.148300000000003,0.0,4.0,1,1,0.68,BBB+,BBB+,True
342.4790000000001,3.716300000000003,1.0,3.0,1,1,0.99,BBB+,BBB+,True
285.321,-0.3844999999999999,2.0,6.0,0,0,0.3566666666666667,BBB-,BBB-,True
586.6420000000003,-1.016099999999994,7.0,12.0,0,0,0.0,BBB-,BBB-,True
330.45300000000015,1.83852,2.0,4.0,1,1,0.64,BBB+,BBB+,True
294.398,3.5152000000000028,0.0,3.0,1,1,0.66,BBB+,BBB+,True
346.4670000000001,2.809200000000001,2.0,4.0,1,1,1.0,BBB+,BBB+,True
211.648,1.7638,1.0,2.0,1,1,1.0,BBB+,BBB+,True
446.55900000000025,3.987700000000003,1.0,5.0,1,1,0.99,BBB+,BBB+,True
389.4770000000002,1.4111,2.0,5.0,0,0,0.0,BBB-,BBB-,True
488.5770000000002,3.6993000000000023,1.0,8.0,1,1,0.95,BBB+,BBB+,True
656.6850000000002,0.5322000000000013,7.0,13.0,0,0,0.01,BBB-,BBB-,True
351.4430000000001,2.8424000000000014,2.0,6.0,0,0,0.10666666666666666,BBB-,BBB-,True
348.39900000000006,3.1003000000000016,0.0,7.0,0,1,0.895,BBB-,BBB+,False
336.347,2.2532000000000005,1.0,4.0,1,1,0.97,BBB+,BBB+,True
161.248,2.2814000000000005,1.0,1.0,1,1,0.98,BBB+,BBB+,True
246.354,1.7714,1.0,2.0,1,1,1.0,BBB+,BBB+,True
861.0790000000003,5.211300000000007,3.0,14.0,0,0,0.03645021645021645,BBB-,BBB-,True
98.14499999999998,0.7806,1.0,1.0,1,1,0.95,BBB+,BBB+,True
811.8780000000002,3.157700000000002,4.0,16.0,0,0,0.0,BBB-,BBB-,True
179.21900000000002,1.7145,1.0,2.0,1,1,1.0,BBB+,BBB+,True
340.4430000000001,2.704500000000001,1.0,3.0,0,0,0.135,BBB-,BBB-,True
389.7990000000001,1.3610999999999995,2.0,8.0,0,0,0.1,BBB-,BBB-,True
616.7560000000003,1.9132000000000025,4.0,10.0,1,0,0.10166666666666668,BBB+,BBB-,False
180.926,2.2391999999999994,0.0,0.0,1,1,0.99,BBB+,BBB+,True
519.5650000000003,-0.7101999999999984,4.0,11.0,0,0,0.0,BBB-,BBB-,True
451.5210000000001,-5.266599999999998,9.0,13.0,0,0,0.0,BBB-,BBB-,True
1202.634999999999,3.269000000000005,5.0,12.0,0,1,0.8520309135309131,BBB-,BBB+,False
482.5890000000002,4.132800000000003,1.0,6.0,1,1,1.0,BBB+,BBB+,True
804.0310000000001,4.639000000000004,3.0,12.0,0,0,0.008,BBB-,BBB-,True
501.5760000000004,2.2885,2.0,8.0,0,0,0.0,BBB-,BBB-,True
349.31600000000003,2.1769,1.0,6.0,0,0,0.25,BBB-,BBB-,True
439.3790000000001,4.152300000000004,1.0,4.0,1,1,1.0,BBB+,BBB+,True
341.433,0.2797000000000011,3.0,5.0,0,0,0.0,BBB-,BBB-,True
510.4810000000003,-0.1682999999999985,2.0,12.0,0,0,0.0,BBB-,BBB-,True
372.5490000000002,6.264000000000007,1.0,3.0,1,1,0.98,BBB+,BBB+,True
404.5030000000002,2.3524000000000003,2.0,6.0,1,1,1.0,BBB+,BBB+,True
359.4010000000001,2.28022,2.0,5.0,0,0,0.18,BBB-,BBB-,True
585.6080000000002,-8.424200000000015,13.0,17.0,0,0,0.0,BBB-,BBB-,True
180.167,-1.0397,1.0,5.0,1,1,0.9670000000000001,BBB+,BBB+,True
428.5690000000001,4.326300000000004,1.0,5.0,1,1,0.99,BBB+,BBB+,True
399.5640000000002,2.953220000000001,2.0,7.0,0,1,0.575,BBB-,BBB+,False
290.367,2.839900000000001,1.0,6.0,1,1,0.8343333333333334,BBB+,BBB+,True
319.407,2.918700000000001,1.0,4.0,0,0,0.28950000000000004,BBB-,BBB-,True
594.6680000000002,-0.5885999999999969,2.0,11.0,0,0,0.01,BBB-,BBB-,True
332.5280000000001,4.985300000000005,1.0,2.0,1,1,1.0,BBB+,BBB+,True
512.6510000000003,2.393700000000001,0.0,7.0,1,1,0.97,BBB+,BBB+,True
700.7910000000002,4.573200000000004,1.0,12.0,0,0,0.2596071428571428,BBB-,BBB-,True
442.42400000000015,-0.5944999999999991,6.0,9.0,0,0,0.006666666666666666,BBB-,BBB-,True
436.5200000000002,2.498700000000001,2.0,6.0,1,1,0.98,BBB+,BBB+,True
365.4110000000001,0.0237000000000004,4.0,6.0,0,0,0.0,BBB-,BBB-,True
491.9090000000003,2.21872,2.0,8.0,0,0,0.005,BBB-,BBB-,True
305.205,1.925,2.0,3.0,1,0,0.23,BBB+,BBB-,False
189.214,1.1588999999999998,0.0,2.0,1,1,1.0,BBB+,BBB+,True
295.451,4.675700000000004,0.0,2.0,1,1,1.0,BBB+,BBB+,True
126.00399999999998,-0.1579000000000001,3.0,2.0,1,0,0.23,BBB+,BBB-,False
645.8040000000001,1.1121000000000043,7.0,9.0,1,1,0.6866666666666665,BBB+,BBB+,True
300.74500000000006,2.4722,1.0,3.0,1,1,0.98,BBB+,BBB+,True
454.9660000000002,3.889300000000003,1.0,5.0,1,1,1.0,BBB+,BBB+,True
193.246,1.4857999999999998,1.0,3.0,0,0,0.11,BBB-,BBB-,True
405.45100000000014,1.6933999999999998,2.0,6.0,1,1,0.6925,BBB+,BBB+,True
512.6510000000003,2.392100000000001,0.0,7.0,1,1,0.97,BBB+,BBB+,True
424.4900000000002,2.742000000000001,0.0,8.0,1,1,0.99,BBB+,BBB+,True
437.5280000000001,0.9395999999999998,3.0,8.0,0,0,0.02,BBB-,BBB-,True
418.50500000000017,3.494100000000002,1.0,5.0,1,1,1.0,BBB+,BBB+,True
344.4950000000001,4.084400000000003,1.0,3.0,0,0,0.185,BBB-,BBB-,True
315.42099999999994,2.1134,0.0,5.0,1,1,0.87,BBB+,BBB+,True
451.4830000000003,1.717799999999999,1.0,9.0,1,0,0.03,BBB+,BBB-,False
217.268,1.6269,1.0,2.0,1,1,1.0,BBB+,BBB+,True
214.692,2.3184000000000005,2.0,2.0,1,1,1.0,BBB+,BBB+,True
494.5310000000002,2.937600000000001,1.0,7.0,1,1,1.0,BBB+,BBB+,True
309.52900000000005,-0.4629000000000002,3.0,6.0,1,1,1.0,BBB+,BBB+,True
127.168,1.45489,1.0,3.0,0,1,0.81,BBB-,BBB+,False
250.338,3.573240000000002,1.0,2.0,0,1,1.0,BBB-,BBB+,False
241.247,-1.2862000000000002,3.0,7.0,1,1,0.94,BBB+,BBB+,True
287.35900000000004,1.8503,1.0,4.0,1,1,1.0,BBB+,BBB+,True
214.312,2.586800000000001,1.0,1.0,1,1,0.78,BBB+,BBB+,True
352.45400000000006,2.704500000000001,1.0,3.0,0,0,0.29,BBB-,BBB-,True
144.262,1.8086,2.0,2.0,1,1,0.96,BBB+,BBB+,True
295.338,2.4641,1.0,3.0,1,1,0.88,BBB+,BBB+,True
406.482,3.738000000000002,3.0,5.0,0,1,0.8079999999999999,BBB-,BBB+,False
433.3130000000001,2.312600000000001,2.0,5.0,0,0,0.03,BBB-,BBB-,True
323.4650000000001,4.358680000000004,0.0,4.0,1,1,0.89,BBB+,BBB+,True
337.4270000000001,2.6497400000000004,2.0,4.0,0,1,0.7550555555555555,BBB-,BBB+,False
403.9790000000002,3.942700000000003,1.0,5.0,1,1,0.74,BBB+,BBB+,True
160.289,-0.3706000000000002,1.0,2.0,0,0,0.47,BBB-,BBB-,True
130.18699999999998,1.5956,0.0,2.0,1,1,0.98,BBB+,BBB+,True
367.489,4.185400000000004,0.0,4.0,1,1,0.86,BBB+,BBB+,True
72.151,2.1965000000000003,0.0,0.0,1,1,1.0,BBB+,BBB+,True
670.855,3.092400000000003,5.0,7.0,0,0,0.4493769841269842,BBB-,BBB-,True
479.06800000000027,4.743200000000004,1.0,4.0,1,1,0.99,BBB+,BBB+,True
372.4610000000001,1.7236999999999996,3.0,5.0,1,1,1.0,BBB+,BBB+,True
457.5450000000001,7.008500000000006,1.0,4.0,1,1,0.85,BBB+,BBB+,True
367.814,0.6213000000000004,3.0,5.0,0,0,0.02,BBB-,BBB-,True
511.57100000000014,-0.8697999999999984,3.0,14.0,0,0,0.0,BBB-,BBB-,True
